File,Line,Code
"scripts/verification-checkpoint.js",103,"console.log(`❌ ${module}: Error - ${error.message}`);"
"scripts/verification-checkpoint.js",109,"console.log(`✅ ${workingModules}/13 MODULES WORKING - ACCEPTABLE`);"
"scripts/verification-checkpoint.js",110,"console.log(""📌 DO NOT REFACTOR - Move to missing modules only"");"
"scripts/verification-checkpoint.js",113,"console.log(`❌ Only ${workingModules}/13 modules working - needs fix`);"
"scripts/verification-checkpoint.js",120,"console.log(""🔍 STEP 3: WORKFLOW CHECK"");"
"scripts/verification-checkpoint.js",143,"console.log(""⚠️ Workflow checks incomplete"");"
"scripts/verification-checkpoint.js",150,"console.log(""✅ CRITICAL WORKFLOWS FUNCTIONAL"");"
"scripts/verification-checkpoint.js",153,"console.log(""❌ Critical workflows need implementation"");"
"scripts/verification-checkpoint.js",160,"console.log(""============================================================"");"
"scripts/verification-checkpoint.js",161,"console.log(""🛑 FIXZIT SOUQ VERIFICATION CHECKPOINT"");"
"scripts/verification-checkpoint.js",162,"console.log(""⏰ Time check: "" + new Date().toISOString());"
"scripts/verification-checkpoint.js",163,"console.log(""============================================================"");"
"scripts/verification-checkpoint.js",168,"console.log(""\n❌ BASIC HEALTH FAILED - Fix these first!"");"
"scripts/verification-checkpoint.js",177,"console.log(""\n============================================================"");"
"scripts/verification-checkpoint.js",178,"console.log(""✅ ✅ ✅ SYSTEM IS WORKING - DO NOT MODIFY! ✅ ✅ ✅"");"
"scripts/verification-checkpoint.js",179,"console.log(""📌 INSTRUCTION: Move to the NEXT TASK"");"
"scripts/verification-checkpoint.js",180,"console.log(""📌 DO NOT refactor working code"");"
"scripts/verification-checkpoint.js",181,"console.log(""📌 DO NOT improve what's already functional"");"
"scripts/verification-checkpoint.js",182,"console.log(""============================================================"");"
"scripts/verification-checkpoint.js",185,"console.log(""\n📋 NEXT TASKS TO FOCUS ON:"");"
"scripts/verification-checkpoint.js",186,"console.log(""1. Mobile app implementation"");"
"scripts/verification-checkpoint.js",187,"console.log(""2. Missing API endpoints only"");"
"scripts/verification-checkpoint.js",188,"console.log(""3. UI polish for broken pages only"");"
"scripts/verification-checkpoint.js",189,"console.log(""4. Testing & documentation"");"
"scripts/verification-checkpoint.js",193,"console.log(""\n⚠️ System needs specific fixes"");"
"scripts/verification-checkpoint.js",194,"console.log(""Fix ONLY what failed above, nothing else!"");"
"scripts/verification-checkpoint.js",200,"console.log(`"
"scripts/apply-auth-to-routes.js",14,"console.log(`Directory ${directory} does not exist, skipping...`);"
"scripts/apply-auth-to-routes.js",98,"console.log(`✅ Applied ${fileModifications} security fixes to: ${fullPath}`);"
"scripts/apply-auth-to-routes.js",106,"console.log('🔒 Applying authentication middleware to all routes...');"
"scripts/apply-auth-to-routes.js",107,"console.log('=======================================================');"
"scripts/apply-auth-to-routes.js",113,"console.log(`\n📁 Processing directory: ${dir}`);"
"scripts/apply-auth-to-routes.js",117,"console.log('\n=======================================================');"
"scripts/apply-auth-to-routes.js",118,"console.log('📊 AUTHENTICATION APPLICATION SUMMARY');"
"scripts/apply-auth-to-routes.js",119,"console.log('=======================================================');"
"scripts/apply-auth-to-routes.js",120,"console.log(`Files modified: ${modifiedFiles}`);"
"scripts/apply-auth-to-routes.js",121,"console.log(`Security fixes applied: ${routesFixed}`);"
"scripts/apply-auth-to-routes.js",122,"console.log('✅ Authentication middleware applied successfully!');"
"scripts/apply-auth-to-routes.js",125,"console.log('ℹ️  All routes already have proper authentication or were skipped');"
"scripts/generate-marketplace-bible.js",82,"console.log(`[${correlationId}] ✔ Marketplace Bible generated at`, OUT_FILE);"
"scripts/_shared/marketplace.js",210,"console.log(prefix, message, ...args);"
"scripts/test-mongodb-atlas.js",10,"console.log('\n=== PHASE 1.1: MONGODB ATLAS CONNECTION TEST ===\n');"
"scripts/test-mongodb-atlas.js",17,"console.log('✓ Atlas URI detected and validated\n');"
"scripts/test-mongodb-atlas.js",22,"console.log('⏳ Connecting to MongoDB Atlas...');"
"scripts/test-mongodb-atlas.js",24,"console.log('✅ Connected to MongoDB Atlas successfully!\n');"
"scripts/test-mongodb-atlas.js",26,"console.log('⏳ Pinging database...');"
"scripts/test-mongodb-atlas.js",31,"console.log('✅ Ping successful! Database is responsive.\n');"
"scripts/test-mongodb-atlas.js",34,"console.log('⏳ Listing available databases...');"
"scripts/test-mongodb-atlas.js",36,"console.log(`✅ Number of available databases: ${dbList.databases.length}`);"
"scripts/test-mongodb-atlas.js",39,"console.log('\n⏳ Checking ""fixzit"" database...');"
"scripts/test-mongodb-atlas.js",44,"console.log('⚠️  ""fixzit"" database exists but has no collections yet');"
"scripts/test-mongodb-atlas.js",46,"console.log(`✅ ""fixzit"" database contains ${collections.length} collection(s).`);"
"scripts/test-mongodb-atlas.js",49,"console.log('\n✅✅✅ PHASE 1.1 COMPLETE: MONGODB ATLAS CONNECTION VERIFIED ✅✅✅\n');"
"scripts/test-mongodb-atlas.js",57,"console.log('✓ Connection closed.\n');"
"scripts/fix-eslint-errors.js",111,"console.log(`  ✅ Applied: ${fix.name}`);"
"scripts/fix-eslint-errors.js",135,"console.log('🚀 Starting ESLint Error Fix Script');"
"scripts/fix-eslint-errors.js",136,"console.log(`📁 Processing directory: ${process.cwd()}`);"
"scripts/fix-eslint-errors.js",137,"console.log(`🔍 Extensions: ${CONFIG.extensions.join(', ')}`);"
"scripts/fix-eslint-errors.js",138,"console.log(`📝 Dry run: ${CONFIG.dryRun ? 'YES' : 'NO'}\n`);"
"scripts/fix-eslint-errors.js",142,"console.log(`📊 Found ${files.length} files to process\n`);"
"scripts/fix-eslint-errors.js",147,"console.log(`🔧 Processing: ${file}`);"
"scripts/fix-eslint-errors.js",151,"console.log('  ℹ️  No fixes needed');"
"scripts/fix-eslint-errors.js",156,"console.log('\n📈 Summary:');"
"scripts/fix-eslint-errors.js",157,"console.log(`   Files processed: ${stats.filesProcessed}`);"
"scripts/fix-eslint-errors.js",158,"console.log(`   Fixes applied: ${stats.fixesApplied}`);"
"scripts/fix-eslint-errors.js",159,"console.log(`   Errors: ${stats.errors.length}`);"
"scripts/fix-eslint-errors.js",162,"console.log('\n❌ Errors encountered:');"
"scripts/fix-eslint-errors.js",164,"console.log(`   ${file}: ${error}`);"
"scripts/fix-eslint-errors.js",169,"console.log('\n🔍 Running ESLint check...');"
"scripts/fix-eslint-errors.js",172,"console.log('ESLint found remaining issues:');"
"scripts/fix-eslint-errors.js",173,"console.log(stdout);"
"scripts/fix-eslint-errors.js",175,"console.log('✅ ESLint check passed!');"
"scripts/fix-eslint-errors.js",178,"console.log('\n🎉 ESLint fix script completed!');"
"scripts/phase1-truth-verifier.js",12,"console.log(""\n🔍 VERIFYING PHASE 1 '100% COMPLETE' CLAIM"");"
"scripts/phase1-truth-verifier.js",13,"console.log(""="".repeat(70));"
"scripts/phase1-truth-verifier.js",24,"console.log(`\n📦 Testing ${moduleName}...`);"
"scripts/phase1-truth-verifier.js",30,"console.log(`  ✅ REAL: ${result.message}`);"
"scripts/phase1-truth-verifier.js",33,"console.log(`  ❌ FAKE: ${result.message}`);"
"scripts/phase1-truth-verifier.js",37,"console.log(`  ❌ MISSING: ${error.message}`);"
"scripts/phase1-truth-verifier.js",238,"console.log(""\n🔍 Checking for Placeholder Code..."");"
"scripts/phase1-truth-verifier.js",271,"console.log(""\n"" + ""="".repeat(70));"
"scripts/phase1-truth-verifier.js",272,"console.log(""📊 PHASE 1 VERIFICATION RESULTS"");"
"scripts/phase1-truth-verifier.js",273,"console.log(""="".repeat(70));"
"scripts/phase1-truth-verifier.js",275,"console.log(""\n🎭 CLAIMED vs REALITY:"");"
"scripts/phase1-truth-verifier.js",276,"console.log(""  Claimed: ✅ 100% Complete"");"
"scripts/phase1-truth-verifier.js",277,"console.log(`  Reality: ${realPercentage}% Actually Working`);"
"scripts/phase1-truth-verifier.js",279,"console.log(""\n✅ REAL IMPLEMENTATIONS ("" + results.real.length + ""):"");"
"scripts/phase1-truth-verifier.js",280,"results.real.forEach(r => console.log(""  • "" + r));"
"scripts/phase1-truth-verifier.js",282,"console.log(""\n❌ FAKE/PLACEHOLDER ("" + results.fake.length + ""):"");"
"scripts/phase1-truth-verifier.js",283,"results.fake.forEach(f => console.log(""  • "" + f));"
"scripts/phase1-truth-verifier.js",285,"console.log(""\n⚠️ MISSING COMPLETELY ("" + results.missing.length + ""):"");"
"scripts/phase1-truth-verifier.js",286,"results.missing.forEach(m => console.log(""  • "" + m));"
"scripts/phase1-truth-verifier.js",288,"console.log(""\n"" + ""="".repeat(70));"
"scripts/phase1-truth-verifier.js",291,"console.log(""✅ VERDICT: Phase 1 is ACTUALLY complete!"");"
"scripts/phase1-truth-verifier.js",293,"console.log(""⚠️ VERDICT: Partial implementation - needs completion"");"
"scripts/phase1-truth-verifier.js",295,"console.log(""❌ VERDICT: FALSE CLAIM - System is mostly placeholders!"");"
"scripts/phase1-truth-verifier.js",296,"console.log(""\n📌 REQUIRED ACTION:"");"
"scripts/phase1-truth-verifier.js",297,"console.log(""1. STOP claiming completion"");"
"scripts/phase1-truth-verifier.js",298,"console.log(""2. SEARCH chat history for complete code"");"
"scripts/phase1-truth-verifier.js",299,"console.log(""3. IMPLEMENT the actual functionality"");"
"scripts/phase1-truth-verifier.js",300,"console.log(""4. Run this verification again"");"
"scripts/phase1-truth-verifier.js",303,"console.log(""\n💡 To fix: Search chat history for the complete implementations"");"
"scripts/phase1-truth-verifier.js",304,"console.log(""The code is already written - just find and use it!"");"
"scripts/phase1-truth-verifier.js",305,"console.log(""="".repeat(70));"
"scripts/phase1-truth-verifier.js",311,"console.log(""Server might not be running or major configuration issue"");"
"scripts/mongo-check.ts",3,"console.log(""MONGODB_URI not set — skipping DB check."");"
"scripts/mongo-check.ts",16,"console.log(""MongoDB ping OK ✅"");"
"scripts/reality-check.js",7,"console.log(""\n🔍 EXPOSING TRUTH ABOUT YOUR IMPLEMENTATION\n"");"
"scripts/reality-check.js",14,"console.log(""Testing Work Orders..."");"
"scripts/reality-check.js",29,"console.log(""✅ Work Orders: REAL implementation with SLA"");"
"scripts/reality-check.js",32,"console.log(""❌ Work Orders: FAKE - Returns placeholder message"");"
"scripts/reality-check.js",33,"console.log(""   FIX: Search chat for 'const workOrderSchema = new mongoose.Schema'"");"
"scripts/reality-check.js",34,"console.log(""   OR: Use attached file 'workorder-module-complete.js'"");"
"scripts/reality-check.js",38,"console.log(""❌ Work Orders: MISSING completely"");"
"scripts/reality-check.js",39,"console.log(""   ERROR:"", e.message);"
"scripts/reality-check.js",44,"console.log(""\nTesting Finance/ZATCA..."");"
"scripts/reality-check.js",58,"console.log(""✅ ZATCA: REAL QR code generation working"");"
"scripts/reality-check.js",61,"console.log(""❌ ZATCA: FAKE - No QR generation"");"
"scripts/reality-check.js",62,"console.log(""   FIX: Search chat for 'function generateZATCAQR'"");"
"scripts/reality-check.js",63,"console.log(""   OR: Use attached file 'finance-zatca-complete.js'"");"
"scripts/reality-check.js",67,"console.log(""❌ Finance: MISSING completely"");"
"scripts/reality-check.js",68,"console.log(""   ERROR:"", e.message);"
"scripts/reality-check.js",73,"console.log(""\nTesting Marketplace..."");"
"scripts/reality-check.js",83,"console.log(""✅ Marketplace: REAL RFQ system"");"
"scripts/reality-check.js",86,"console.log(""❌ Marketplace: FAKE - Placeholder response"");"
"scripts/reality-check.js",87,"console.log(""   FIX: Search chat for 'const RFQSchema = new mongoose.Schema'"");"
"scripts/reality-check.js",88,"console.log(""   OR: Use attached file 'marketplace-rfq-complete.js'"");"
"scripts/reality-check.js",92,"console.log(""❌ Marketplace: MISSING completely"");"
"scripts/reality-check.js",93,"console.log(""   ERROR:"", e.message);"
"scripts/reality-check.js",98,"console.log(""\nTesting Properties..."");"
"scripts/reality-check.js",113,"console.log(""✅ Properties: REAL with units management"");"
"scripts/reality-check.js",116,"console.log(""❌ Properties: FAKE - No units/tenants"");"
"scripts/reality-check.js",117,"console.log(""   FIX: Search chat for 'const propertySchema = new mongoose.Schema'"");"
"scripts/reality-check.js",118,"console.log(""   OR: Use attached file 'property-module-complete.js'"");"
"scripts/reality-check.js",122,"console.log(""❌ Properties: MISSING completely"");"
"scripts/reality-check.js",123,"console.log(""   ERROR:"", e.message);"
"scripts/reality-check.js",128,"console.log(""\nChecking for placeholder code in files..."");"
"scripts/reality-check.js",136,"console.log(`❌ ${file}: Contains placeholder code`);"
"scripts/reality-check.js",139,"console.log(`✅ ${file}: Appears to have real implementation`);"
"scripts/reality-check.js",142,"console.log(`❌ ${file}: File does not exist`);"
"scripts/reality-check.js",151,"console.log(""\n"" + ""="".repeat(60));"
"scripts/reality-check.js",152,"console.log(""📊 REALITY CHECK RESULTS:"");"
"scripts/reality-check.js",153,"console.log(""="".repeat(60));"
"scripts/reality-check.js",154,"console.log(`✅ Real implementations: ${realCount}`);"
"scripts/reality-check.js",155,"console.log(`❌ Fake/Placeholders: ${fakeCount}`);"
"scripts/reality-check.js",156,"console.log(`⚠️ Missing completely: ${missingCount}`);"
"scripts/reality-check.js",157,"console.log(`\n📈 ACTUAL COMPLETION: ${percentage}%`);"
"scripts/reality-check.js",160,"console.log(""\n🚨 SYSTEM IS MOSTLY PLACEHOLDERS!"");"
"scripts/reality-check.js",161,"console.log(""📌 REQUIRED: Use attached files OR search chat history"");"
"scripts/reality-check.js",163,"console.log(""\n✅ SYSTEM IS MOSTLY COMPLETE!"");"
"scripts/reality-check.js",164,"console.log(""📌 Focus on remaining issues only"");"
"scripts/reality-check.js",172,"console.log(`\n🎯 FINAL RESULT: ${percentage}% REAL COMPLETION`);"
"scripts/reality-check.js",174,"console.log(""⚠️ ACTION REQUIRED: Fix the failures shown above"");"
"scripts/reality-check.js",176,"console.log(""✅ SYSTEM IS 100% COMPLETE!"");"
"scripts/verify.ts",16,"console.log(pc.cyan(`\n▶ ${g.name}`));"
"scripts/verify.ts",23,"console.log(pc.green(`✓ ${g.name} passed`));"
"scripts/verify.ts",25,"console.log(pc.red(`✗ ${g.name} failed`));"
"scripts/verify.ts",27,"console.log(pc.gray(error?.stdout || error?.message || String(e)));"
"scripts/verify.ts",32,"console.log(pc.bold('Fixzit Halt–Fix–Verify'));"
"scripts/verify.ts",34,"console.log(pc.bold(pc.green('\nAll core gates passed.')));"
"scripts/cleanup-duplicate-imports.js",9,"console.log('🧹 CLEANING UP DUPLICATE IMPORTS...\n');"
"scripts/cleanup-duplicate-imports.js",26,"console.log(`🔴 ${file} - Has duplicate imports!`);"
"scripts/cleanup-duplicate-imports.js",40,"console.log(`✅ ${file} - Removed duplicate imports`);"
"scripts/cleanup-duplicate-imports.js",44,"console.log(`⚠️  ${file} - Only has enhancedAuth import, converting...`);"
"scripts/cleanup-duplicate-imports.js",58,"console.log(`✅ ${file} - Converted to standard auth import`);"
"scripts/cleanup-duplicate-imports.js",64,"console.log(`\n📊 CLEANED UP ${cleanedCount} FILES\n`);"
"scripts/cleanup-duplicate-imports.js",65,"console.log('🚀 Ready to restart server!\n');"
"scripts/fix-workorder-index.js",16,"console.log('🔧 Starting WorkOrder Index Migration...');"
"scripts/fix-workorder-index.js",25,"console.log('🔗 Connecting to MongoDB...');"
"scripts/fix-workorder-index.js",30,"console.log('✅ Connected to MongoDB');"
"scripts/fix-workorder-index.js",36,"console.log('📋 Checking existing indexes...');"
"scripts/fix-workorder-index.js",38,"console.log('Current indexes:', indexes.map(idx => idx.name));"
"scripts/fix-workorder-index.js",43,"console.log('✅ Dropped problematic workOrderNumber_1 index');"
"scripts/fix-workorder-index.js",46,"console.log('ℹ️ workOrderNumber_1 index not found (already dropped)');"
"scripts/fix-workorder-index.js",48,"console.log('⚠️ Error dropping index:', error.message);"
"scripts/fix-workorder-index.js",54,"console.log('🔨 Creating partial unique index...');"
"scripts/fix-workorder-index.js",67,"console.log('✅ Created partial unique index: workOrderNumber_partial_unique');"
"scripts/fix-workorder-index.js",73,"console.log('✅ Verification: New index created successfully');"
"scripts/fix-workorder-index.js",74,"console.log('Index details:', JSON.stringify(partialIndex, null, 2));"
"scripts/fix-workorder-index.js",76,"console.log('❌ Verification failed: New index not found');"
"scripts/fix-workorder-index.js",80,"console.log('🧹 Cleaning up documents with null workOrderNumber...');"
"scripts/fix-workorder-index.js",85,"console.log(`✅ Cleaned up ${result.modifiedCount} documents with null workOrderNumber`);"
"scripts/fix-workorder-index.js",87,"console.log('🎉 WorkOrder Index Migration completed successfully!');"
"scripts/fix-workorder-index.js",95,"console.log('🔌 Database connection closed');"
"scripts/fix-workorder-index.js",102,"console.log('✨ Migration script completed');"
"scripts/complete-scope-verification.js",12,"console.log('❌ AUTH FAILED - Backend not running?');"
"scripts/complete-scope-verification.js",18,"console.log('\n🔍 COMPLETE SCOPE VERIFICATION - ALL 80+ ENDPOINTS\n');"
"scripts/complete-scope-verification.js",19,"console.log('=' * 60);"
"scripts/complete-scope-verification.js",23,"console.log('❌ Cannot proceed without authentication');"
"scripts/complete-scope-verification.js",182,"console.log(`\n📦 ${module.name.toUpperCase()} MODULE (${module.target} endpoints)`);"
"scripts/complete-scope-verification.js",183,"console.log('-'.repeat(50));"
"scripts/complete-scope-verification.js",210,"console.log(`✅ ${test.name}`);"
"scripts/complete-scope-verification.js",214,"console.log(`❌ ${test.name} - PLACEHOLDER/FAKE`);"
"scripts/complete-scope-verification.js",217,"console.log(`❌ ${test.name} - ERROR/NOT IMPLEMENTED`);"
"scripts/complete-scope-verification.js",230,"console.log(`📊 ${module.name}: ${moduleWorking}/${module.target} = ${modulePercentage}%`);"
"scripts/complete-scope-verification.js",235,"console.log('\n' + '='.repeat(60));"
"scripts/complete-scope-verification.js",236,"console.log('📊 COMPLETE SCOPE VERIFICATION RESULTS');"
"scripts/complete-scope-verification.js",237,"console.log('='.repeat(60));"
"scripts/complete-scope-verification.js",241,"console.log(`${status} ${result.name}: ${result.working}/${result.total} (${result.percentage}%)`);"
"scripts/complete-scope-verification.js",244,"console.log('\n' + '='.repeat(60));"
"scripts/complete-scope-verification.js",245,"console.log(`🎯 OVERALL COMPLETION: ${totalWorking}/${totalEndpoints} = ${overallPercentage}%`);"
"scripts/complete-scope-verification.js",246,"console.log('='.repeat(60));"
"scripts/complete-scope-verification.js",249,"console.log('✅ PHASE 1 TRULY COMPLETE - Can proceed to Phase 2');"
"scripts/complete-scope-verification.js",251,"console.log('⚠️ SIGNIFICANT WORK NEEDED - Fix broken endpoints');"
"scripts/complete-scope-verification.js",253,"console.log('❌ PHASE 1 LARGELY INCOMPLETE - Major implementation required');"
"scripts/complete-scope-verification.js",256,"console.log(`\n🚨 RULE: Cannot claim completion or move to Phase 2 until ≥95% (${Math.ceil(totalEndpoints * 0.95)} endpoints working)`);"
"scripts/truth-verification.js",5,"console.log('🔍 EXPOSING THE TRUTH ABOUT YOUR ""100% COMPLETE"" CLAIM...\n');"
"scripts/truth-verification.js",92,"console.log(`✅ ${test.name}: REAL IMPLEMENTATION`);"
"scripts/truth-verification.js",95,"console.log(`❌ ${test.name}: PLACEHOLDER - Returns ""${response.data.message}""`);"
"scripts/truth-verification.js",98,"console.log(`⚠️ ${test.name}: SUSPICIOUS - Incomplete implementation`);"
"scripts/truth-verification.js",102,"console.log(`❌ ${test.name}: MISSING - ${error.message}`);"
"scripts/truth-verification.js",107,"console.log('\n' + '='.repeat(60));"
"scripts/truth-verification.js",108,"console.log('📊 THE TRUTH:');"
"scripts/truth-verification.js",109,"console.log('='.repeat(60));"
"scripts/truth-verification.js",110,"console.log(`Real Endpoints: ${realEndpoints}/8 (${Math.round(realEndpoints/8*100)}%)`);"
"scripts/truth-verification.js",111,"console.log(`Placeholders: ${placeholderEndpoints}/8`);"
"scripts/truth-verification.js",112,"console.log(`Missing: ${missingEndpoints}/8`);"
"scripts/truth-verification.js",115,"console.log('\n🔴 YOU ARE LYING ABOUT COMPLETION!');"
"scripts/truth-verification.js",116,"console.log('The system is NOT complete. Stop claiming 100%.');"
"scripts/truth-verification.js",117,"console.log('\n📋 MISSING CRITICAL FEATURES:');"
"scripts/truth-verification.js",118,"if (!realEndpoints) console.log('- Property Owner Dashboard (THE PAYING CUSTOMERS!)');"
"scripts/truth-verification.js",119,"console.log('- Deputy System (delegation)');"
"scripts/truth-verification.js",120,"console.log('- Subscription Management (how platform makes MONEY)');"
"scripts/truth-verification.js",121,"console.log('- DoA Approvals (prevent unauthorized spending)');"
"scripts/truth-verification.js",122,"console.log('- ZATCA Compliance (LEGALLY REQUIRED)');"
"scripts/combine-all-models.js",5,"console.log('📦 COMBINING ALL 15 MODELS FROM 3 PARTS...\n');"
"scripts/combine-all-models.js",22,"console.log(`Reading Part ${index + 1}: ${file}`);"
"scripts/combine-all-models.js",76,"console.log('\n✅ Successfully combined all 15 models into models/index.js');"
"scripts/combine-all-models.js",79,"console.log('\n📋 Exported Models:');"
"scripts/combine-all-models.js",85,"modelList.forEach((model, i) => console.log(`  ${i+1}. ${model}`));"
"scripts/create-test-data.js",17,"console.log('🚀 Creating test data...');"
"scripts/create-test-data.js",41,"console.log('✅ Admin user created:', admin.email);"
"scripts/create-test-data.js",58,"console.log('✅ Test property created:', property.name);"
"scripts/create-test-data.js",76,"console.log('✅ Test work order created:', workOrder.workOrderNumber);"
"scripts/create-test-data.js",92,"console.log('✅ Test vendor created:', vendor.name);"
"scripts/create-test-data.js",115,"console.log('✅ Test invoice created:', invoice.invoiceNumber);"
"scripts/create-test-data.js",126,"console.log('\n📊 Database Status:');"
"scripts/create-test-data.js",128,"console.log(`✅ ${collection}: ${count} documents`);"
"scripts/create-test-data.js",131,"console.log('\n🎯 Test Credentials:');"
"scripts/create-test-data.js",132,"console.log('Email: admin@fixzit.com');"
"scripts/create-test-data.js",133,"console.log('Password: [REDACTED - check .env.local]');"
"scripts/seed-db.js",17,"console.log('Seeding completed successfully');"
"scripts/fix-en-duplicates.js",11,"console.log('🔧 Fixing en.ts duplicates and structure...');"
"scripts/fix-en-duplicates.js",25,"console.log(`Found ${matches.length} top-level object(s)`);"
"scripts/fix-en-duplicates.js",29,"console.log('⚠️  Multiple top-level objects detected. Merging...');"
"scripts/fix-en-duplicates.js",41,"console.log('Removing duplicate const en declaration...');"
"scripts/fix-en-duplicates.js",97,"console.log('✅ Fixed en.ts structure');"
"scripts/fix-en-duplicates.js",98,"console.log('📊 Running TypeScript check...');"
"scripts/fix-en-duplicates.js",107,"console.log('✅ TypeScript validation passed');"
"scripts/fix-en-duplicates.js",109,"console.log('⚠️  TypeScript validation found issues (will be fixed in next step)');"
"scripts/fix-en-duplicates.js",113,"console.log(`Found ${duplicateErrors.length} duplicate key errors`);"
"scripts/fix-en-duplicates.js",117,"console.log('✅ en.ts fix complete!');"
"scripts/ensure-indexes.ts",13,"console.log('🚀 Starting index creation process...\n');"
"scripts/ensure-indexes.ts",18,"console.log('✅ Connected to database\n');"
"scripts/ensure-indexes.ts",22,"console.log('\n✅ All indexes created successfully!');"
"scripts/dedupe-merge.ts",41,"console.log(pc.yellow(`Report written to ${reportPath}`));"
"scripts/dedupe-merge.ts",56,"console.log(pc.green(`Rewired duplicate to canonical: ${f} -> ${canonical}`));"
"scripts/dedupe-merge.ts",59,"console.log(pc.green('De-dupe apply complete (non-destructive re-exports).'));"
"scripts/test-data.js",30,"console.log('✅ Admin user created:', admin.email);"
"scripts/test-data.js",46,"console.log('✅ Test property created:', property.name);"
"scripts/test-data.js",63,"console.log('✅ Test work order created:', workOrder.workOrderNumber);"
"scripts/test-data.js",70,"console.log('\n📊 Database Status:');"
"scripts/test-data.js",71,"console.log(`- Users: ${userCount}`);"
"scripts/test-data.js",72,"console.log(`- Properties: ${propertyCount}`);"
"scripts/test-data.js",73,"console.log(`- Work Orders: ${workOrderCount}`);"
"scripts/setup-guardrails.ts",15,"console.log(""Created: "" + filePath.replace(ROOT, "".""));"
"scripts/setup-guardrails.ts",18,"console.log(""Setting up Consolidation Guardrails...\n"");"
"scripts/setup-guardrails.ts",23,"console.log(""\nAll files created!"");"
"scripts/seed-users.ts",240,"console.log('🌱 Seeding users...');"
"scripts/seed-users.ts",253,"console.log(`✅ Created user: ${userData.email}`);"
"scripts/seed-users.ts",255,"console.log(`⏭️  User already exists: ${userData.email}`);"
"scripts/seed-users.ts",259,"console.log('✅ User seeding completed!');"
"scripts/production-check.js",20,"console.log('🔍 PRODUCTION READINESS CHECK\n');"
"scripts/production-check.js",21,"console.log('='.repeat(50));"
"scripts/production-check.js",35,"console.log('\n📋 Checking Environment Variables...');"
"scripts/production-check.js",59,"console.log(`  ${exists ? '✅' : '⚠️'} Optional: ${env} ${exists ? 'SET' : 'NOT SET'}`);"
"scripts/production-check.js",64,"console.log('\n📋 Checking Dependencies...');"
"scripts/production-check.js",80,"console.log('\n📋 Checking Security...');"
"scripts/production-check.js",97,"console.log('\n📋 Checking Performance...');"
"scripts/production-check.js",105,"console.log('\n📋 Checking API...');"
"scripts/production-check.js",127,"console.log('\n📋 Checking Database...');"
"scripts/production-check.js",138,"console.log(`  ✅ ${name}`);"
"scripts/production-check.js",141,"console.log(`  ❌ ${name}`);"
"scripts/production-check.js",175,"console.log('\n' + '='.repeat(50));"
"scripts/production-check.js",176,"console.log('🎯 PRODUCTION READINESS RESULTS');"
"scripts/production-check.js",177,"console.log('='.repeat(50));"
"scripts/production-check.js",178,"console.log(`✅ Passed: ${this.passed}`);"
"scripts/production-check.js",179,"console.log(`❌ Failed: ${this.failed}`);"
"scripts/production-check.js",183,"console.log(`📊 Success Rate: ${percentage}%`);"
"scripts/production-check.js",186,"console.log('\n🎉 PRODUCTION READY!');"
"scripts/production-check.js",187,"console.log('🚀 All checks passed - safe to deploy!');"
"scripts/production-check.js",189,"console.log('\n⚠️  NOT READY FOR PRODUCTION');"
"scripts/production-check.js",190,"console.log('❌ Please fix the failed checks before deployment');"
"scripts/production-check.js",192,"console.log('\nFailed checks:');"
"scripts/production-check.js",195,".forEach(c => console.log(`  - ${c.name}`));"
"scripts/verify-core.ts",10,"console.log('🔍 Verifying core functionality...');"
"scripts/verify-core.ts",14,"console.log('📊 Testing database connection...');"
"scripts/verify-core.ts",16,"console.log('✅ Database connection successful');"
"scripts/verify-core.ts",17,"console.log('📋 Using unified MongoDB connection');"
"scripts/verify-core.ts",20,"console.log('🔐 Testing JWT configuration...');"
"scripts/verify-core.ts",22,"console.log('✅ JWT auth module loaded successfully');"
"scripts/verify-core.ts",25,"console.log('🏢 Testing tenant isolation models...');"
"scripts/verify-core.ts",30,"console.log('✅ HelpArticle model loaded');"
"scripts/verify-core.ts",31,"console.log('✅ CmsPage model loaded');"
"scripts/verify-core.ts",32,"console.log('✅ SupportTicket model loaded');"
"scripts/verify-core.ts",35,"console.log('⚙️ Testing work order functionality...');"
"scripts/verify-core.ts",38,"console.log('✅ Work order repository loaded');"
"scripts/verify-core.ts",41,"console.log('🔄 Testing idempotency system...');"
"scripts/verify-core.ts",44,"console.log(`✅ Idempotency key generated: ${testKey.substring(0, 20)}...`);"
"scripts/verify-core.ts",46,"console.log('🎉 All core functionality verified successfully!');"
"scripts/i18n/check_language_selector.ts",2,"console.log(""Checking Language Selector standards..."");"
"scripts/i18n/check_language_selector.ts",3,"console.log(""✓ Language selector OK"");"
"scripts/fix-html-entities.js",56,"console.log(`✅ Fixed HTML entities in ${filePath}`);"
"scripts/fix-html-entities.js",68,"console.log('🔧 Fixing HTML entities in JavaScript files...\n');"
"scripts/fix-html-entities.js",73,"console.log(`📁 Found ${files.length} JavaScript files to check\n`);"
"scripts/fix-html-entities.js",86,"console.log(`\n✨ Completed! Fixed ${modifiedCount} out of ${processedCount} files`);"
"scripts/fixzit-server.js",20,"console.log(`🚀 FIXZIT SOUQ running on port ${PORT}`);"
"scripts/fixzit-server.js",21,"console.log(`✅ Serving static files from public/ directory`);"
